username,yearmonth,videos_per_month,hashtag_names,post_duet,high_level_cat,broad_categories
zofiaswim,201804,1,0,0,Others,Family & Relationships
zofiaswim,201810,6,1,0,"No description, fashion, Others","Beauty & Fashion, Family & Relationships"
zofiaswim,201811,22,0,0,"Fashion, No description, Others, Comedy","Humor & Fun, Fashion & Style, Family & Relationships"
zofiaswim,201812,1,0,0,Others,Family & Relationships
zofiaswim,202101,1,0,0,Others,Family & Relationships
zofiaswim,202205,1,0,0,No description,Others
zofiaswim,202206,4,0,0,"No description, Others, dance","Music & Dance, Family & Relationships"
zofiaswim,202207,3,1,1,"comedy, Others","Family & Relationships, Humor & Fun"
zofiaswim,202208,2,0,1,"No description, Others",Family & Relationships
zofiaswim,202209,5,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
zofiaswim,202210,5,0,1,"No description, Others, Sports","Sports & Adventure, Family & Relationships"
zofiaswim,202212,2,0,1,No description,Others
zofiaswim,202301,2,0,1,No description,Others
zofiaswim,202302,2,0,1,No description,Others
lul_baby1000,201712,2,2,0,Others,Family & Relationships
lul_baby1000,201801,3,9,0,"music,Others, music, Others","Music & Dance, Family & Relationships"
lul_baby1000,201802,4,10,0,"makeup, Others, Music",Family & Relationships
lul_baby1000,201803,2,0,0,Others,Family & Relationships
lul_baby1000,201804,1,3,0,Others,Family & Relationships
aleyna_dancer04,201802,2,3,0,Others,Family & Relationships
aleyna_dancer04,201804,1,0,0,Comedy,Humor & Fun
aleyna_dancer04,201805,1,0,0,Comedy,Humor & Fun
aleyna_dancer04,201808,1,1,0,Others,Family & Relationships
aleyna_dancer04,201810,1,0,0,dance,Music & Dance
aleyna_dancer04,201811,1,0,0,dance,Music & Dance
aleyna_dancer04,201812,5,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
aleyna_dancer04,201905,2,0,0,No description,Others
aleyna_dancer04,201906,3,0,0,No description,Others
aleyna_dancer04,201907,9,2,0,"No description, Travel, Others, dance","Music & Dance, Travel & Exploration, Family & Relationships"
aleyna_dancer04,201908,3,1,0,"No description, Others",Family & Relationships
aleyna_dancer04,201909,8,0,0,"No description, fashion, Others, Comedy","Beauty & Fashion, Humor & Fun, Family & Relationships"
aleyna_dancer04,201910,6,10,0,"fashion, dance, Comedy, dance","Beauty & Fashion, Music & Dance, Humor & Fun"
aleyna_dancer04,201911,2,4,0,"Comedy, dance","Music & Dance, Humor & Fun"
aleyna_dancer04,201912,5,0,0,"Others, dance","Music & Dance, Family & Relationships"
aleyna_dancer04,202001,12,9,0,"acting, dance, comedy, dance, Others, comedy, acting, Comedy, No description","Family & Relationships, Music & Dance, Humor & Fun"
aleyna_dancer04,202003,7,13,0,"sports, Others, comedy, fashion, Comedy, Comedy, Others","Humor & Fun, Beauty & Fashion, Family & Relationships"
aleyna_dancer04,202004,11,14,0,"dance, Others, family, fashion, comedy, Comedy, Holidays","Beauty & Fashion, Humor & Fun, Music & Dance, Family & Relationships"
aleyna_dancer04,202005,10,15,1,"dance, family, Fitness, Family, Dance, Others, comedy, dance, family, nature, DIY Crafts, Fashion","Outdoor & Nature Exploration, Fashion & Style, Music & Dance, Family & Relationships, Art & Creativity, Humor & Fun"
aleyna_dancer04,202006,3,3,1,"Others, Comedy","Humor & Fun, Family & Relationships"
aleyna_dancer04,202009,2,3,1,"Photography, Cooking, Fashion",Fashion & Style
aleyna_dancer04,202011,4,0,1,"No description, Others",Family & Relationships
aleyna_dancer04,202012,1,0,1,Others,Family & Relationships
aleyna_dancer04,202105,1,2,1,comedy,Humor & Fun
aleyna_dancer04,202106,2,1,1,Others,Family & Relationships
aleyna_dancer04,202112,3,1,1,"dance, No description, travel","Music & Dance, Travel & Exploration"
aleyna_dancer04,202207,1,0,1,Others,Family & Relationships
aleyna_dancer04,202210,1,1,1,Others,Family & Relationships
aleyna_dancer04,202212,3,0,1,Others,Family & Relationships
aleyna_dancer04,202301,3,3,1,"Others, Travel, travel, family","Travel & Exploration, Family & Relationships"
aleyna_dancer04,202302,3,0,1,No description,Others
aleyna_dancer04,202303,1,0,1,fitness,Physical Fitness & Health
aleyna_dancer04,202304,3,2,1,"Fashion, fashion, Others","Beauty & Fashion, Fashion & Style, Family & Relationships"
aleyna_dancer04,202305,2,0,1,No description,Others
aleyna_dancer04,202307,1,1,1,Comedy,Humor & Fun
derion697,201802,3,0,0,"No description, Others",Family & Relationships
derion697,201803,1,0,0,Others,Family & Relationships
derion697,201804,1,0,0,Others,Family & Relationships
derion697,201901,49,2,0,"dance, Motivational, Others, Comedy, No description","Humor & Fun, Personal Development & Growth, Music & Dance, Family & Relationships"
derion697,201903,3,0,0,No description,Others
derion697,201904,4,0,0,"No description, Comedy",Humor & Fun
derion697,201906,4,0,0,No description,Others
derion697,201907,4,0,0,No description,Others
derion697,201908,1,0,0,Others,Family & Relationships
derion697,201909,1,0,0,No description,Others
derion697,202011,1,0,0,No description,Others
derion697,202102,1,0,0,No description,Others
derion697,202103,1,0,0,No description,Others
jboss2017,201802,10,4,0,"music, Others, fashion, Pets/Animals, Comedy","Pets & Animal Welfare, Music & Dance, Family & Relationships, Beauty & Fashion, Humor & Fun"
jboss2017,201803,13,5,0,"Gaming, Others, Music, Comedy","Humor & Fun, Family & Relationships, Gaming & Entertainment"
jboss2017,201804,2,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
jboss2017,201806,1,0,0,No description,Others
xxminnion__mayhemxx,201802,1,1,0,Others,Family & Relationships
xxminnion__mayhemxx,201901,9,2,0,"comedy, No description, Others, Comedy","Family & Relationships, Humor & Fun"
xxminnion__mayhemxx,201902,1,0,0,Comedy,Humor & Fun
xxminnion__mayhemxx,201905,3,0,0,"Gaming, Others, Comedy","Humor & Fun, Family & Relationships, Gaming & Entertainment"
xxminnion__mayhemxx,201906,3,0,0,"Travel, Others","Travel & Exploration, Family & Relationships"
xxminnion__mayhemxx,201908,1,0,0,Gaming,Gaming & Entertainment
xxminnion__mayhemxx,201909,2,0,0,Others,Family & Relationships
xxminnion__mayhemxx,201910,4,0,0,"No description, Others",Family & Relationships
xxminnion__mayhemxx,201911,4,0,0,"No description, Others, Pets/Animals","Pets & Animal Welfare, Family & Relationships"
xxminnion__mayhemxx,201912,1,2,0,gaming,Others
xxminnion__mayhemxx,202001,1,1,0,Others,Family & Relationships
xxminnion__mayhemxx,202003,2,0,0,"No description, Others",Family & Relationships
xxminnion__mayhemxx,202004,3,6,0,"gaming, Others",Family & Relationships
xxminnion__mayhemxx,202005,4,2,1,"Gaming, gaming, Others","Family & Relationships, Gaming & Entertainment"
xxminnion__mayhemxx,202008,1,0,1,No description,Others
xxminnion__mayhemxx,202009,2,2,1,"Others, Comedy","Humor & Fun, Family & Relationships"
xxminnion__mayhemxx,202010,1,0,1,Others,Family & Relationships
xxminnion__mayhemxx,202103,4,4,1,"Gaming, Others, Music, Dance","Family & Relationships, Gaming & Entertainment"
xxminnion__mayhemxx,202104,1,0,1,music,Music & Dance
xxminnion__mayhemxx,202105,1,3,1,"Pets, Others",Family & Relationships
xxminnion__mayhemxx,202112,1,3,1,music,Music & Dance
xxminnion__mayhemxx,202205,1,0,1,Others,Family & Relationships
xxminnion__mayhemxx,202206,1,0,1,Others,Family & Relationships
xxminnion__mayhemxx,202207,2,4,1,"Others, Comedy","Humor & Fun, Family & Relationships"
xxminnion__mayhemxx,202208,2,1,1,"Gaming, Comedy","Humor & Fun, Gaming & Entertainment"
xxminnion__mayhemxx,202210,2,2,1,Others,Family & Relationships
xxminnion__mayhemxx,202211,3,2,1,"Gaming, Others, Comedy","Humor & Fun, Family & Relationships, Gaming & Entertainment"
xxminnion__mayhemxx,202212,2,1,1,"Gaming, dance","Music & Dance, Gaming & Entertainment"
xxminnion__mayhemxx,202301,1,0,1,Gaming,Gaming & Entertainment
xxminnion__mayhemxx,202302,1,0,1,Others,Family & Relationships
xxminnion__mayhemxx,202303,3,0,1,"Gaming, Others","Family & Relationships, Gaming & Entertainment"
xxminnion__mayhemxx,202308,1,1,1,Others,Family & Relationships
xxminnion__mayhemxx,202309,1,0,1,Others,Family & Relationships
imma_cactus_ongod,201802,3,8,0,"comedy, Others","Family & Relationships, Humor & Fun"
imma_cactus_ongod,201804,1,7,0,Others,Family & Relationships
imma_cactus_ongod,201810,6,13,0,"fashion, Others, Others, Comedy","Beauty & Fashion, Humor & Fun, Family & Relationships"
imma_cactus_ongod,201811,15,21,0,"comedy, fashion, Others, Others
","Beauty & Fashion, Family & Relationships, Humor & Fun"
imma_cactus_ongod,201812,19,20,0,"comedy, Others, Comedy","Family & Relationships, Humor & Fun"
imma_cactus_ongod,201901,5,15,0,"Travel, Others","Travel & Exploration, Family & Relationships"
imma_cactus_ongod,201902,1,4,0,Others,Family & Relationships
imma_cactus_ongod,201904,4,10,0,Others,Family & Relationships
imma_cactus_ongod,201905,29,18,0,"music, music,lipsync, music, comedy, Others, comedy, Social Media Trends, Others","Family & Relationships, Music & Dance, Humor & Fun"
imma_cactus_ongod,201906,2,8,0,Others,Family & Relationships
imma_cactus_ongod,201907,9,18,0,"comedy, Others","Family & Relationships, Humor & Fun"
imma_cactus_ongod,201908,41,41,0,"comedy, Others, Comedy","Family & Relationships, Humor & Fun"
imma_cactus_ongod,201909,12,19,0,"Others, Comedy","Humor & Fun, Family & Relationships"
icepop10account2,201710,13,23,0,"Travel, Others, dance, fitness, fashion, Comedy","Music & Dance, Physical Fitness & Health, Family & Relationships, Travel & Exploration, Beauty & Fashion, Humor & Fun"
icepop10account2,201711,1,3,0,Others,Family & Relationships
icepop10account2,201802,1,0,0,Others,Family & Relationships
icepop10account2,201805,1,0,0,Others,Family & Relationships
icepop10account2,201810,2,0,0,"Comedy, Music",Humor & Fun
fidgets._.pop72,202101,4,1,0,Others,Family & Relationships
fidgets._.pop72,202103,9,3,0,Others,Family & Relationships
pop72,201802,2,6,0,Others,Family & Relationships
pop72,201812,6,3,0,Others,Family & Relationships
pop72,201902,19,2,1,"No description, Others",Family & Relationships
pop72,201903,7,1,1,"music, Others","Music & Dance, Family & Relationships"
pop72,201904,7,1,1,"Reaction, No description, Others, dance","Music & Dance, Family & Relationships"
pop72,201905,1,0,1,No description,Others
pop72,201906,8,1,1,"No description, Others, dance","Music & Dance, Family & Relationships"
pop72,201907,12,1,1,"No description, Others",Family & Relationships
pop72,201908,4,0,1,"No description, Others",Family & Relationships
pop72,201909,3,0,1,"No description, Others",Family & Relationships
pop72,201910,13,4,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
pop72,201911,2,1,1,"No description, Others",Family & Relationships
pop72,201912,4,0,1,Others,Family & Relationships
pop72,202001,7,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
pop72,202002,3,0,1,"No description, Others",Family & Relationships
pop72,202003,10,0,1,No description,Others
pop72,202004,2,0,1,"No description, Others",Family & Relationships
pop72,202006,1,1,1,Others,Family & Relationships
pop72,202008,1,0,1,No description,Others
pop72,202009,12,3,1,"No description, Others",Family & Relationships
pop72,202011,10,2,1,"No description, Others",Family & Relationships
pop72,202012,6,0,1,"No description, Others",Family & Relationships
pop72,202101,7,1,1,"No description, Others, Music",Family & Relationships
pop72,202102,1,0,1,No description,Others
pop72,202103,12,0,1,"No description, Others",Family & Relationships
pop72,202104,3,16,1,"Religion, Spirituality, Others",Family & Relationships
pop72,202106,4,3,1,Others,Family & Relationships
pop72,202107,1,0,1,Others,Family & Relationships
pop72,202108,1,5,1,Others,Family & Relationships
pop72,202109,3,9,1,"comedy, dance, Pets/Animals, dance","Pets & Animal Welfare, Music & Dance, Humor & Fun"
pop72,202110,1,5,1,Others,Family & Relationships
pop72,202111,7,9,1,"No description, Music, Holiday, Others",Family & Relationships
pop72,202112,5,12,1,"Others, Pets/Animals","Pets & Animal Welfare, Family & Relationships"
pop72,202201,5,14,1,"Others, Pets/Animals","Pets & Animal Welfare, Family & Relationships"
pop72,202202,1,8,1,Others,Family & Relationships
pop72,202203,2,7,1,Others,Family & Relationships
pop72,202204,6,8,1,"music, No description, Others","Music & Dance, Family & Relationships"
pop72,202205,7,17,1,Others,Family & Relationships
pop72,202206,3,10,1,"Travel, Others, Others","Travel & Exploration, Family & Relationships"
pop72,202207,20,16,1,"music, LGBTQ+, Others, Music, Relationships, LGBTQ+, Music, Concerts, fashion, Comedy, Others, No description","Music & Dance, Family & Relationships, Cultural & Social Issues, Beauty & Fashion, Humor & Fun"
pop72,202208,5,11,1,"LGBTQ+, Others, TV Shows, Entertainment, Comedy, LGBTQ+, Others","Humor & Entertainment, Humor & Fun, Cultural & Social Issues, Family & Relationships"
pop72,202210,9,10,1,"music, Others, music, fandom, Social Trends, LGBTQ+, travel, dance, fashion, dance, music, Fashion","Music & Dance, Family & Relationships, Cultural & Social Issues, Travel & Exploration, Beauty & Fashion, Fashion & Style"
pop72,202211,2,14,1,"Trends, Music",Others
pop72,202212,3,12,1,"No description, Others, Music",Family & Relationships
pop72,202301,1,0,1,Others,Family & Relationships
pop72,202302,1,9,1,Celebration,Others
pop72,202303,5,15,1,"Others, Theatre, Performing Arts, Comedy","Humor & Fun, Storytelling & Media, Family & Relationships"
pop72,202304,7,10,1,"Emotional, LGBT+ Content, Friendship, LGBTQ+, Others","Cultural & Social Issues, Family & Relationships"
pop72,202305,9,15,1,"music, Pets, Comedy, Others, Comedy, Celebrity News, Entertainment","Humor & Entertainment, Family & Relationships, Music & Dance, Humor & Fun"
pop72,202306,7,14,1,"Events, History, Exploration, Others, Others
","Family & Relationships, Outdoor & Nature Exploration, History & Culture"
pop72,202307,17,26,1,"music, Music, Entertainment, Others, Music, Music, Events, Television, Nostalgia, Music","Humor & Entertainment, Music & Dance, Family & Relationships"
pop72,202308,2,2,1,Others,Family & Relationships
pop72,202309,1,0,1,Others,Family & Relationships
equestrian___horse,201802,2,1,0,"Others, Animals",Family & Relationships
equestrian___horse,201804,1,0,0,Others,Family & Relationships
equestrian___horse,201811,14,0,0,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
equestrian___horse,201812,6,0,0,"No description, Others",Family & Relationships
equestrian___horse,201901,7,1,1,"music, No description, Others, Comedy","Humor & Fun, Music & Dance, Family & Relationships"
equestrian___horse,201902,28,2,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
equestrian___horse,201903,6,2,1,"No description, Others",Family & Relationships
equestrian___horse,201904,2,0,1,No description,Others
equestrian___horse,201905,3,0,1,"No description, Gaming",Gaming & Entertainment
safetlysounded,201710,8,22,0,"Others, Music",Family & Relationships
safetlysounded,201711,5,20,0,"Music, Others, Music, Comedy, Music, Music, Dance","Humor & Fun, Family & Relationships"
safetlysounded,201712,1,5,0,Others,Family & Relationships
safetlysounded,201801,3,13,0,"music, Others","Music & Dance, Family & Relationships"
safetlysounded,201802,1,0,0,Others,Family & Relationships
makendra_grubel9,201802,1,4,0,"tattoo, live streaming",Others
makendra_grubel9,201811,4,9,0,"makeup, Shopping, Others, Comedy","Humor & Fun, Family & Relationships"
makendra_grubel9,201812,2,7,0,Others,Family & Relationships
makendra_grubel9,201902,1,4,0,Others,Family & Relationships
makendra_grubel9,201903,4,10,1,"Gardening, shopping,Others, Others",Family & Relationships
makendra_grubel9,201904,4,10,1,"comedy, fashion, Others, Comedy","Beauty & Fashion, Family & Relationships, Humor & Fun"
makendra_grubel9,201905,1,6,1,Others,Family & Relationships
makendra_grubel9,201906,5,6,1,"No description, comedy, Others","Family & Relationships, Humor & Fun"
makendra_grubel9,201912,1,3,1,Others,Family & Relationships
makendra_grubel9,202001,4,15,1,"Others, Education","Education & Learning, Family & Relationships"
makendra_grubel9,202002,3,10,1,"Relationships, cooking, Others","Food & Cuisine, Family & Relationships"
makendra_grubel9,202003,1,3,1,Others,Family & Relationships
makendra_grubel9,202005,1,6,1,Others,Family & Relationships
makendra_grubel9,202007,2,14,1,"Comedy, Fashion, love, relationships","Fashion & Style, Humor & Fun"
makendra_grubel9,202012,1,2,1,Pets/Animals,Pets & Animal Welfare
makendra_grubel9,202104,1,3,1,"Pets, Animals",Others
makendra_grubel9,202105,2,3,1,"No description, relationships",Others
makendra_grubel9,202110,1,4,1,"Pets, Family",Others
makendra_grubel9,202112,1,3,1,Pets/Animals,Pets & Animal Welfare
makendra_grubel9,202201,1,4,1,romance,Others
makendra_grubel9,202202,1,0,1,No description,Others
makendra_grubel9,202203,1,6,1,Pets/Animals,Pets & Animal Welfare
makendra_grubel9,202204,1,0,1,Others,Family & Relationships
makendra_grubel9,202206,1,0,1,Others,Family & Relationships
makendra_grubel9,202208,1,3,1,Cleaning,Others
makendra_grubel9,202209,2,8,1,"home decor, interior design, cleaning",Others
makendra_grubel9,202301,1,3,1,Others,Family & Relationships
makendra_grubel9,202307,1,0,1,No description,Others
professorx_08,201802,5,16,0,"comedy, acting, Beauty/Skincare, Others","Family & Relationships, Beauty & Personal Care, Humor & Fun"
professorx_08,201902,9,20,0,"acting, Others, music,Others, No description, Travel, Others, dance, comedy","Humor & Fun, Music & Dance, Travel & Exploration, Family & Relationships"
professorx_08,201903,12,17,0,"acting, music, comedy, comedy, romance, Others, comedy, Comedy","Family & Relationships, Music & Dance, Humor & Fun"
professorx_08,202001,1,6,0,Others,Family & Relationships
professorx_08,202004,6,6,0,"Others, DIY, Science, Sports, comedy, Comedy, No description","Humor & Fun, Art & Creativity, Sports & Adventure, Family & Relationships"
professorx_08,202007,1,5,0,Others,Family & Relationships
professorx_08,202010,4,11,0,"music, dance, Pets/Animals, Comedy","Pets & Animal Welfare, Music & Dance, Humor & Fun"
professorx_08,202011,4,10,0,"Comedy, FoodTikTok, relationships, Motivation","Food & Cuisine, Personal Development & Growth, Humor & Fun"
professorx_08,202012,21,19,0,"Television Shows, Comedy, Fashion, Travel, Others, Comedy, Comedy, Others","Family & Relationships, Fashion & Style, Travel & Exploration, Humor & Fun"
professorx_08,202101,2,8,0,Others,Family & Relationships
professorx_08,202102,1,6,0,Others,Family & Relationships
professorx_08,202103,2,12,0,"fashion, others, relationship",Beauty & Fashion
professorx_08,202104,6,20,1,"Others, Comedy, Relationships","Humor & Fun, Family & Relationships"
professorx_08,202105,3,17,1,"Others, romance, romance, storytelling","Storytelling & Media, Family & Relationships"
professorx_08,202106,6,21,1,"family, comedy, Others","Humor & Fun, Family & Relationships"
professorx_08,202108,30,33,1,"Music, Others, Art, Others, fashion, Nostalgia, Others, Comedy, makeup, Movies","Beauty & Fashion, Humor & Fun, Art & Creativity, Family & Relationships"
professorx_08,202210,1,0,1,No description,Others
xxoxxo_zy,201802,1,1,0,Others,Family & Relationships
xxoxxo_zy,201803,2,0,0,Others,Family & Relationships
xxoxxo_zy,201810,17,0,1,"No description, Others, Music, Comedy","Humor & Fun, Family & Relationships"
xxoxxo_zy,201811,62,3,1,"music, holidays, Travel, Others, Music, music, dance, fashion, Comedy, No description, Travel, Others","Music & Dance, Family & Relationships, Travel & Exploration, Beauty & Fashion, Humor & Fun"
xxoxxo_zy,201812,28,2,1,"music, Others, Pets, Others, fashion, Comedy, No description","Beauty & Fashion, Humor & Fun, Music & Dance, Family & Relationships"
xxoxxo_zy,201901,24,2,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
xxoxxo_zy,201903,25,1,1,"No description, fashion, Others, Comedy","Beauty & Fashion, Humor & Fun, Family & Relationships"
xxoxxo_zy,201904,56,0,1,"dance, Travel, Others, fashion, Comedy, fashion, comedy, No description, Fashion","Music & Dance, Family & Relationships, Travel & Exploration, Beauty & Fashion, Fashion & Style, Humor & Fun"
xxoxxo_zy,201905,54,1,1,"family events, Others, Music, music, dance, comedy, fashion, Comedy, Beauty/Skincare, No description","Music & Dance, Family & Relationships, Beauty & Fashion, Beauty & Personal Care, Humor & Fun"
xxoxxo_zy,201906,65,1,1,"music, Music, Others, dance, Others, fashion, Comedy, No description","Beauty & Fashion, Humor & Fun, Music & Dance, Family & Relationships"
xxoxxo_zy,201907,14,0,1,"No description, Others",Family & Relationships
xxoxxo_zy,201908,18,0,1,"music, Others, Music, travel, No description","Music & Dance, Travel & Exploration, Family & Relationships"
xxoxxo_zy,201909,8,0,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
xxoxxo_zy,201910,2,0,1,Others,Family & Relationships
xxoxxo_zy,202011,1,0,1,No description,Others
xxoxxo_zy,202012,1,0,1,No description,Others
xxoxxo_zy,202102,1,0,1,No description,Others
xxoxxo_zy,202103,1,0,1,Others,Family & Relationships
xxoxxo_zy,202104,1,0,1,Others,Family & Relationships
xxoxxo_zy,202107,1,0,1,Others,Family & Relationships
xxoxxo_zy,202109,1,0,1,No description,Others
xxoxxo_zy,202111,3,0,1,"No description, Holidays",Others
xxoxxo_zy,202112,4,1,1,"No description, Others",Family & Relationships
xxoxxo_zy,202201,1,1,1,Others,Family & Relationships
xxoxxo_zy,202202,4,1,1,"No description, Others",Family & Relationships
xxoxxo_zy,202203,3,2,1,"No description, Others",Family & Relationships
xxoxxo_zy,202204,2,1,1,"No description, Others",Family & Relationships
xxoxxo_zy,202205,2,1,1,"No description, Others",Family & Relationships
xxoxxo_zy,202206,2,2,1,"No description, Others",Family & Relationships
xxoxxo_zy,202207,2,0,1,"No description, Others",Family & Relationships
xxoxxo_zy,202208,4,2,1,"No description, Others",Family & Relationships
xxoxxo_zy,202209,4,0,1,No description,Others
xxoxxo_zy,202210,3,3,1,"No description, Others",Family & Relationships
xxoxxo_zy,202211,4,0,1,"No description, Others",Family & Relationships
xxoxxo_zy,202212,2,1,1,"No description, Others",Family & Relationships
xxoxxo_zy,202304,4,1,1,"No description, Others",Family & Relationships
xxoxxo_zy,202305,2,3,1,"No description, Others",Family & Relationships
xxoxxo_zy,202306,1,0,1,No description,Others
xxoxxo_zy,202307,2,2,1,"No description, Others",Family & Relationships
xxoxxo_zy,202308,1,0,1,No description,Others
smhxtiffany,201802,2,0,0,Others,Family & Relationships
smhxtiffany,201804,1,0,0,Others,Family & Relationships
smhxtiffany,201811,4,0,0,"Others, Comedy","Humor & Fun, Family & Relationships"
smhxtiffany,202212,3,1,0,"fashion,Others, Others","Fashion & Style, Family & Relationships"
smhxtiffany,202304,1,1,0,Others,Family & Relationships
smhxtiffany,202307,1,3,0,music,Music & Dance
smhxtiffany,202309,1,0,0,No description,Others
zayworld14,201802,5,2,0,"LGBTQ+, Others, Comedy","Humor & Fun, Cultural & Social Issues, Family & Relationships"
zayworld14,201803,1,0,0,music,Music & Dance
zayworld14,201808,1,0,0,Comedy,Humor & Fun
zayworld14,202201,1,0,0,No description,Others
zayworld14,202208,3,0,0,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
zayworld14,202209,2,0,0,No description,Others
zayworld14,202210,5,0,0,"No description, Others, Motivational","Personal Development & Growth, Family & Relationships"
zayworld14,202302,1,0,0,Others,Family & Relationships
jordyn_dance06,201802,1,0,0,Others,Family & Relationships
jordyn_dance06,201806,1,0,0,Others,Family & Relationships
jordyn_dance06,201808,1,1,0,Others,Family & Relationships
jordyn_dance06,201810,1,0,0,Others,Family & Relationships
jordyn_dance06,201811,2,0,0,"No description, Others",Family & Relationships
jordyn_dance06,201812,1,0,0,Others,Family & Relationships
jordyn_dance06,201901,1,0,0,fashion,Beauty & Fashion
jordyn_dance06,201902,4,0,0,"Others, Music, Comedy","Humor & Fun, Family & Relationships"
jordyn_dance06,201904,1,0,0,dance,Music & Dance
jordyn_dance06,201908,2,0,0,Others,Family & Relationships
jordyn_dance06,202002,17,0,1,"travel, No description, Others, dance","Music & Dance, Travel & Exploration, Family & Relationships"
jordyn_dance06,202003,55,2,1,"dance, Travel, Others, Household Chores, music, dance, comedy, Comedy, No description","Humor & Fun, Music & Dance, Travel & Exploration, Family & Relationships"
jordyn_dance06,202004,23,9,1,"music,dance, music, dance, Others, Pets/Animals, Comedy, dance, music","Pets & Animal Welfare, Humor & Fun, Music & Dance, Family & Relationships"
jordyn_dance06,202005,56,9,1,"dance, Others, Music, comedy, fashion, Comedy","Humor & Fun, Beauty & Fashion, Music & Dance, Family & Relationships"
jordyn_dance06,202006,21,6,1,"dance, Others, Comedy, Home Improvement, Family","Humor & Fun, Music & Dance, Family & Relationships"
jordyn_dance06,202007,8,0,1,"music, music, dance, Others, travel","Music & Dance, Travel & Exploration, Family & Relationships"
jordyn_dance06,202008,3,1,1,"Travel, Adventure, fashion, travel","Beauty & Fashion, Travel & Exploration"
jordyn_dance06,202010,1,0,1,Others,Family & Relationships
jordyn_dance06,202011,3,0,1,"fashion, Others","Beauty & Fashion, Family & Relationships"
jordyn_dance06,202012,11,0,1,"music, dance, Others, comedy, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
jordyn_dance06,202101,10,13,1,"TV Shows, Fan Content, Travel, Others, Art, Entertainment, makeup, celebrity, Comedy, music, artwork, Fashion","Fashion & Style, Music & Dance, Humor & Entertainment, Family & Relationships, Travel & Exploration, Art & Creativity, Humor & Fun"
jordyn_dance06,202105,17,13,1,"dance, comedy, dance, Others, comedy, Comedy","Family & Relationships, Music & Dance, Humor & Fun"
jordyn_dance06,202106,7,13,1,"music, dance, fashion, Others, Others, music, dance","Beauty & Fashion, Music & Dance, Family & Relationships"
jordyn_dance06,202107,5,4,1,"Others, Comedy","Humor & Fun, Family & Relationships"
jordyn_dance06,202108,1,0,1,Others,Family & Relationships
jordyn_dance06,202109,6,4,1,"Art, Others, art","Art & Creativity, Family & Relationships"
jordyn_dance06,202111,1,0,1,Others,Family & Relationships
jordyn_dance06,202112,5,6,1,"Art, Others, Dance","Art & Creativity, Family & Relationships"
jordyn_dance06,202202,1,1,1,"dance, fashion","Beauty & Fashion, Music & Dance"
andytasyaaa,201801,2,4,0,"Others, Comedy","Humor & Fun, Family & Relationships"
andytasyaaa,201802,12,18,0,"No description, Others, dance","Music & Dance, Family & Relationships"
andytasyaaa,201803,1,3,0,Others,Family & Relationships
nrizzaa,201802,7,3,0,"No description, Others",Family & Relationships
nrizzaa,201803,4,0,0,No description,Others
derallies101,201802,2,1,0,Others,Family & Relationships
derallies101,201804,1,2,0,Others,Family & Relationships
derallies101,201810,8,4,1,Others,Family & Relationships
derallies101,201811,15,6,1,"Others, Comedy","Humor & Fun, Family & Relationships"
derallies101,202007,1,1,1,Others,Family & Relationships
derallies101,202012,2,1,1,"No description, Others",Family & Relationships
derallies101,202101,2,2,1,Others,Family & Relationships
derallies101,202104,2,1,1,"fashion, Others","Beauty & Fashion, Family & Relationships"
derallies101,202105,1,2,1,Others,Family & Relationships
derallies101,202106,4,5,1,"No description, Others, Comedy","Humor & Fun, Family & Relationships"
derallies101,202206,3,2,1,Others,Family & Relationships
derallies101,202207,3,2,1,"comedy, dance, Others, dance","Family & Relationships, Music & Dance, Humor & Fun"
derallies101,202212,2,2,1,music,Music & Dance
derallies101,202301,2,2,1,Others,Family & Relationships
derallies101,202304,1,2,1,music,Music & Dance
derallies101,202306,1,2,1,Others,Family & Relationships
derallies101,202307,7,2,1,"music, Others, Music","Music & Dance, Family & Relationships"
derallies101,202308,2,3,1,Others,Family & Relationships
basketball__girl22,201802,2,0,0,Others,Family & Relationships
basketball__girl22,201804,1,0,0,Others,Family & Relationships
basketball__girl22,201805,1,0,0,Comedy,Humor & Fun
basketball__girl22,201810,11,12,1,"No description, Others, dance","Music & Dance, Family & Relationships"
basketball__girl22,201811,8,16,1,"Religion, Spirituality, dance, Others, Comedy, No description","Humor & Fun, Music & Dance, Family & Relationships"
basketball__girl22,201812,1,3,1,music,Music & Dance
basketball__girl22,201901,11,8,1,"No description, comedy, Others, Comedy","Family & Relationships, Humor & Fun"
basketball__girl22,201902,23,13,1,"Others, comedy, Comedy, music, dance, No description","Humor & Fun, Music & Dance, Family & Relationships"
